	speaker	domain	language
15411	gowzbp	di sd dengan teman sekelas	jawa
15412	gowzbp	di sma dengan guru	indonesia
15413	gowzbp	di sma dengan teman sekelas	jawa
15414	gowzbp	di kendaraan umum	jawa
15415	gowzbp	membaca novel/buku cerita	indonesia
15416	gowzbp	membaca koran	indonesia
15417	gowzbp	membaca majalah	indonesia
15418	gowzbp	mendengar musik	indonesia
15419	gowzbp	mendengar radio	indonesia
15420	gowzbp	menonton tv	indonesia
15421	gyrozg	dengan ibu	jawa
15422	gyrozg	dengan bapak	jawa
15423	gyrozg	dengan kakak/adik	jawa
15424	gyrozg	dengan nenek dan kakek	jawa
15426	gyrozg	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15427	gyrozg	dengan tetangga	jawa
15428	gyrozg	dengan pembantu	jawa
15431	gyrozg	berhitung	indonesia
15432	gyrozg	kirim sms ke keluarga	indonesia
15433	gyrozg	kirim sms ke keluarga	jawa
15434	gyrozg	kirim sms ke teman	indonesia
15435	gyrozg	kirim sms ke teman	jawa
15437	gyrozg	dalam jejaring sosial (fb)	indonesia
15438	gyrozg	berdoa dalam hati	arab
15439	gyrozg	berdoa dalam hati	indonesia
15440	gyrozg	berdoa di tempat ibadah	arab
15441	gyrozg	di rumah	jawa
15443	gyrozg	di pasar	jawa
15444	gyrozg	di warung	jawa
15445	gyrozg	di bank	indonesia
15446	gyrozg	di kantor pos	indonesia
15447	gyrozg	di sd dengan guru	indonesia
15448	gyrozg	di sd dengan teman sekelas	jawa
15449	gyrozg	di sma dengan guru	indonesia
15450	gyrozg	di sma dengan teman sekelas	jawa
15451	gyrozg	di kendaraan umum	indonesia
15452	gyrozg	membaca novel/buku cerita	indonesia
15453	gyrozg	membaca koran	indonesia
15454	gyrozg	membaca majalah	indonesia
15455	gyrozg	mendengar musik	indonesia
15456	gyrozg	mendengar radio	indonesia
15457	gyrozg	menonton tv	indonesia
15458	kcbykl	dengan ibu	jawa
15459	kcbykl	dengan bapak	jawa
15460	kcbykl	dengan kakak/adik	jawa
15461	kcbykl	dengan nenek dan kakek	jawa
15463	kcbykl	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15464	kcbykl	dengan tetangga	jawa
15465	kcbykl	dengan pembantu	jawa
15466	kcbykl	apabila marah	jawa
15467	kcbykl	dalam mimpi	jawa
15468	kcbykl	berhitung	indonesia
15469	kcbykl	kirim sms ke keluarga	jawa
15470	kcbykl	kirim sms ke teman	indonesia
15472	kcbykl	dalam jejaring sosial (fb)	indonesia
15473	kcbykl	berdoa dalam hati	jawa
15474	kcbykl	berdoa di tempat ibadah	jawa
15475	kcbykl	di rumah	jawa
15476	kcbykl	di tempat kerja	indonesia
15477	kcbykl	di pasar	indonesia
15478	kcbykl	di warung	jawa
15479	kcbykl	di bank	indonesia
15480	kcbykl	di kantor pos	indonesia
15481	kcbykl	di sd dengan guru	jawa
15482	kcbykl	di sd dengan teman sekelas	jawa
15483	kcbykl	di sma dengan guru	indonesia
15484	kcbykl	di sma dengan guru	jawa
15485	kcbykl	di sma dengan teman sekelas	jawa
15486	kcbykl	di kendaraan umum	jawa
15487	kcbykl	membaca novel/buku cerita	indonesia
15488	kcbykl	membaca koran	indonesia
15489	kcbykl	membaca majalah	indonesia
15490	kcbykl	mendengar musik	indonesia
15491	kcbykl	mendengar radio	indonesia
15492	kcbykl	menonton tv	inggris
15493	gaklxb	dengan ibu	jawa
15494	gaklxb	dengan bapak	jawa
15495	gaklxb	dengan kakak/adik	jawa
15496	gaklxb	dengan nenek dan kakek	jawa
15498	gaklxb	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15499	gaklxb	dengan tetangga	jawa
15501	gaklxb	apabila marah	jawa
15502	gaklxb	dalam mimpi	indonesia
15503	gaklxb	berhitung	indonesia
15504	gaklxb	kirim sms ke keluarga	jawa
15505	gaklxb	kirim sms ke teman	indonesia
15507	gaklxb	dalam jejaring sosial (fb)	indonesia
15508	gaklxb	berdoa dalam hati	indonesia
15509	gaklxb	berdoa di tempat ibadah	arab
15510	gaklxb	berdoa di tempat ibadah	indonesia
15511	gaklxb	di rumah	jawa
15513	gaklxb	di pasar	jawa
15514	gaklxb	di warung	jawa
15515	gaklxb	di bank	indonesia
15516	gaklxb	di kantor pos	indonesia
15517	gaklxb	di sd dengan guru	indonesia
15518	gaklxb	di sd dengan teman sekelas	indonesia
15519	gaklxb	di sma dengan guru	indonesia
15520	gaklxb	di sma dengan teman sekelas	indonesia
15521	gaklxb	di kendaraan umum	indonesia
15522	gaklxb	membaca novel/buku cerita	indonesia
15523	gaklxb	membaca koran	indonesia
15524	gaklxb	membaca majalah	indonesia
15525	gaklxb	mendengar musik	indonesia
15526	gaklxb	mendengar musik	inggris
15527	gaklxb	mendengar radio	indonesia
15528	gaklxb	menonton tv	indonesia
15529	gaklxb	menonton tv	inggris
15530	quivqy	dengan ibu	jawa
15531	quivqy	dengan bapak	jawa
15532	quivqy	dengan kakak/adik	jawa
15533	quivqy	dengan nenek dan kakek	jawa
15535	quivqy	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15536	quivqy	dengan tetangga	jawa
15541	quivqy	kirim sms ke keluarga	jawa
15542	quivqy	kirim sms ke teman	indonesia
15544	quivqy	dalam jejaring sosial (fb)	indonesia
15547	quivqy	di rumah	jawa
15548	quivqy	di tempat kerja	indonesia
15549	quivqy	di pasar	jawa
15550	quivqy	di warung	jawa
15551	quivqy	di bank	indonesia
15552	quivqy	di kantor pos	indonesia
15553	quivqy	di sd dengan guru	indonesia
15554	quivqy	di sd dengan guru	jawa
15555	quivqy	di sd dengan teman sekelas	jawa
15556	quivqy	di sma dengan guru	indonesia
15557	quivqy	di sma dengan guru	jawa
15558	quivqy	di sma dengan teman sekelas	jawa
15559	quivqy	di kendaraan umum	jawa
15560	quivqy	membaca novel/buku cerita	indonesia
15561	quivqy	membaca koran	indonesia
15562	quivqy	membaca majalah	indonesia
15563	quivqy	mendengar musik	indonesia
15564	quivqy	mendengar musik	inggris
15565	quivqy	mendengar radio	indonesia
15566	quivqy	menonton tv	indonesia
15567	umojts	dengan ibu	jawa
15568	umojts	dengan bapak	jawa
15569	umojts	dengan kakak/adik	jawa
15570	umojts	dengan nenek dan kakek	jawa
15572	umojts	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15573	umojts	dengan tetangga	jawa
15574	umojts	dengan pembantu	jawa
15575	umojts	apabila marah	jawa
15576	umojts	dalam mimpi	jawa
15578	umojts	kirim sms ke keluarga	jawa
15579	umojts	kirim sms ke teman	jawa
15581	umojts	dalam jejaring sosial (fb)	indonesia
15582	umojts	berdoa dalam hati	indonesia
15583	umojts	berdoa di tempat ibadah	indonesia
15584	umojts	di rumah	jawa
15585	umojts	di tempat kerja	indonesia
15586	umojts	di pasar	jawa
15587	umojts	di warung	indonesia
15588	umojts	di bank	indonesia
15589	umojts	di kantor pos	indonesia
15590	umojts	di sd dengan guru	jawa
15591	umojts	di sd dengan teman sekelas	jawa
15592	umojts	di sma dengan guru	indonesia
15593	umojts	di sma dengan teman sekelas	jawa
15594	umojts	di kendaraan umum	indonesia
15595	umojts	membaca novel/buku cerita	indonesia
15596	umojts	membaca koran	indonesia
15597	umojts	membaca majalah	indonesia
15598	umojts	mendengar musik	indonesia
15599	umojts	mendengar radio	indonesia
15600	umojts	menonton tv	indonesia
15601	vhqyou	dengan ibu	jawa krama alus
15602	vhqyou	dengan bapak	jawa krama alus
15603	vhqyou	dengan kakak/adik	jawa ngoko
15604	vhqyou	dengan nenek dan kakek	jawa krama alus
15606	vhqyou	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama alus
15607	vhqyou	dengan tetangga	jawa krama alus
15608	vhqyou	dengan pembantu	jawa krama alus
15609	vhqyou	apabila marah	jawa ngoko
15610	vhqyou	dalam mimpi	indonesia
15611	vhqyou	berhitung	indonesia
15612	vhqyou	kirim sms ke keluarga	jawa krama alus
15613	vhqyou	kirim sms ke teman	indonesia
15615	vhqyou	dalam jejaring sosial (fb)	indonesia
15616	vhqyou	berdoa dalam hati	jawa krama alus
15617	vhqyou	berdoa di tempat ibadah	jawa krama alus
15618	vhqyou	di rumah	jawa
15620	vhqyou	di pasar	jawa
15621	vhqyou	di warung	jawa
15622	vhqyou	di bank	indonesia
15623	vhqyou	di kantor pos	indonesia
15624	vhqyou	di sd dengan guru	indonesia
15625	vhqyou	di sd dengan teman sekelas	jawa
15626	vhqyou	di sma dengan guru	indonesia
15627	vhqyou	di sma dengan teman sekelas	indonesia
15628	vhqyou	di kendaraan umum	indonesia
15629	vhqyou	membaca novel/buku cerita	indonesia
15630	vhqyou	membaca koran	indonesia
15631	vhqyou	membaca majalah	indonesia
15632	vhqyou	mendengar musik	indonesia
15633	vhqyou	mendengar musik	inggris
15634	vhqyou	mendengar radio	indonesia
15635	vhqyou	menonton tv	indonesia
15636	dkpjyp	dengan ibu	jawa krama
15637	dkpjyp	dengan bapak	jawa krama
15638	dkpjyp	dengan kakak/adik	jawa ngoko
15639	dkpjyp	dengan nenek dan kakek	jawa krama
15641	dkpjyp	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
15642	dkpjyp	dengan tetangga	jawa krama
15643	dkpjyp	dengan pembantu	jawa ngoko
15644	dkpjyp	apabila marah	jawa ngoko
15645	dkpjyp	dalam mimpi	indonesia
15646	dkpjyp	berhitung	indonesia
15647	dkpjyp	kirim sms ke keluarga	jawa krama
15648	dkpjyp	kirim sms ke teman	indonesia
15650	dkpjyp	dalam jejaring sosial (fb)	indonesia
15651	dkpjyp	berdoa dalam hati	indonesia
15652	dkpjyp	berdoa di tempat ibadah	arab
15653	dkpjyp	di rumah	jawa
15655	dkpjyp	di pasar	jawa
15656	dkpjyp	di warung	indonesia
15657	dkpjyp	di warung	jawa
15658	dkpjyp	di bank	indonesia
15659	dkpjyp	di kantor pos	indonesia
15660	dkpjyp	di sd dengan guru	indonesia
15661	dkpjyp	di sd dengan teman sekelas	indonesia
15662	dkpjyp	di sma dengan guru	indonesia
15663	dkpjyp	di sma dengan teman sekelas	indonesia
15664	dkpjyp	di kendaraan umum	indonesia
15665	dkpjyp	membaca novel/buku cerita	indonesia
15666	dkpjyp	membaca koran	indonesia
15667	dkpjyp	membaca majalah	indonesia
15668	dkpjyp	mendengar musik	arab
15669	dkpjyp	mendengar musik	inggris
15670	dkpjyp	mendengar musik	indonesia
15671	dkpjyp	mendengar radio	indonesia
15672	dkpjyp	menonton tv	indonesia
15673	dkpjyp	menonton tv	inggris
15674	hogqoj	dengan ibu	jawa
15675	hogqoj	dengan bapak	jawa
15676	hogqoj	dengan kakak/adik	jawa
15677	hogqoj	dengan nenek dan kakek	jawa
15680	hogqoj	dengan tetangga	jawa
15682	hogqoj	apabila marah	jawa
15683	hogqoj	dalam mimpi	jawa
15684	hogqoj	berhitung	jawa
15685	hogqoj	kirim sms ke keluarga	jawa
15686	hogqoj	kirim sms ke teman	indonesia
15688	hogqoj	dalam jejaring sosial (fb)	indonesia
15689	hogqoj	berdoa dalam hati	indonesia
15690	hogqoj	berdoa di tempat ibadah	indonesia
15691	hogqoj	di rumah	jawa
15693	hogqoj	di pasar	jawa
15694	hogqoj	di warung	indonesia
15695	hogqoj	di bank	indonesia
15696	hogqoj	di kantor pos	indonesia
15697	hogqoj	di sd dengan guru	jawa
15698	hogqoj	di sd dengan teman sekelas	jawa
15699	hogqoj	di sma dengan guru	indonesia
15700	hogqoj	di sma dengan teman sekelas	jawa
15701	hogqoj	di kendaraan umum	indonesia
15702	hogqoj	membaca novel/buku cerita	indonesia
15703	hogqoj	membaca koran	indonesia
15704	hogqoj	membaca majalah	indonesia
15705	hogqoj	mendengar musik	indonesia
15706	hogqoj	mendengar radio	indonesia
15707	hogqoj	menonton tv	indonesia
15708	lwruwa	dengan ibu	jawa halus
15709	lwruwa	dengan bapak	jawa halus
15710	lwruwa	dengan kakak/adik	jawa
15711	lwruwa	dengan nenek dan kakek	jawa halus
15713	lwruwa	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
15714	lwruwa	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15715	lwruwa	dengan tetangga	jawa
15716	lwruwa	dengan pembantu	jawa
15717	lwruwa	apabila marah	jawa
15718	lwruwa	dalam mimpi	indonesia
15719	lwruwa	berhitung	indonesia
15720	lwruwa	kirim sms ke keluarga	indonesia
15721	lwruwa	kirim sms ke teman	indonesia
15723	lwruwa	dalam jejaring sosial (fb)	indonesia
15724	lwruwa	berdoa dalam hati	indonesia
15725	lwruwa	berdoa dalam hati	jawa
15726	lwruwa	berdoa di tempat ibadah	arab
15727	lwruwa	di rumah	jawa
15729	lwruwa	di pasar	indonesia
15730	lwruwa	di pasar	jawa
15731	lwruwa	di warung	jawa
15732	lwruwa	di bank	indonesia
15733	lwruwa	di kantor pos	indonesia
15734	lwruwa	di sd dengan guru	indonesia
15735	lwruwa	di sd dengan teman sekelas	jawa
15736	lwruwa	di sma dengan guru	indonesia
15737	lwruwa	di sma dengan teman sekelas	jawa
15738	lwruwa	di kendaraan umum	jawa
15739	lwruwa	membaca novel/buku cerita	indonesia
15740	lwruwa	membaca koran	indonesia
15741	lwruwa	membaca majalah	indonesia
15742	lwruwa	mendengar musik	indonesia
15743	lwruwa	mendengar radio	indonesia
15744	lwruwa	menonton tv	indonesia
15745	iwlmnx	dengan ibu	jawa
15746	iwlmnx	dengan bapak	jawa
15747	iwlmnx	dengan kakak/adik	jawa
15748	iwlmnx	dengan nenek dan kakek	jawa
15750	iwlmnx	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15751	iwlmnx	dengan tetangga	jawa
15752	iwlmnx	dengan pembantu	jawa
15753	iwlmnx	apabila marah	jawa
15754	iwlmnx	dalam mimpi	jawa
15755	iwlmnx	berhitung	indonesia
15756	iwlmnx	kirim sms ke keluarga	jawa
15757	iwlmnx	kirim sms ke teman	indonesia
15759	iwlmnx	dalam jejaring sosial (fb)	indonesia
15760	iwlmnx	berdoa dalam hati	arab
15761	iwlmnx	berdoa dalam hati	jawa
15762	iwlmnx	berdoa di tempat ibadah	arab
15763	iwlmnx	berdoa di tempat ibadah	jawa
15764	iwlmnx	di rumah	jawa
15765	iwlmnx	di tempat kerja	indonesia
15766	iwlmnx	di pasar	indonesia
15767	iwlmnx	di pasar	jawa
15768	iwlmnx	di warung	indonesia
15769	iwlmnx	di warung	jawa
15770	iwlmnx	di bank	indonesia
15771	iwlmnx	di kantor pos	indonesia
15772	iwlmnx	di sd dengan guru	indonesia
15773	iwlmnx	di sd dengan teman sekelas	jawa
15774	iwlmnx	di sma dengan guru	indonesia
15775	iwlmnx	di sma dengan guru	jawa
15776	iwlmnx	di sma dengan teman sekelas	indonesia
15777	iwlmnx	di sma dengan teman sekelas	jawa
15778	iwlmnx	di kendaraan umum	jawa
15779	iwlmnx	membaca novel/buku cerita	indonesia
15780	iwlmnx	membaca koran	indonesia
15781	iwlmnx	membaca majalah	indonesia
15782	iwlmnx	mendengar musik	indonesia
15783	iwlmnx	mendengar radio	indonesia
15784	iwlmnx	menonton tv	indonesia
15785	syuqoi	dengan ibu	jawa krama inggil
15786	syuqoi	dengan bapak	jawa krama inggil
15787	syuqoi	dengan kakak/adik	jawa
15788	syuqoi	dengan nenek dan kakek	jawa krama
15790	syuqoi	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama inggil
15791	syuqoi	dengan tetangga	jawa
15793	syuqoi	apabila marah	jawa
15795	syuqoi	berhitung	indonesia
15796	syuqoi	kirim sms ke keluarga	indonesia
15797	syuqoi	kirim sms ke keluarga	jawa
15798	syuqoi	kirim sms ke teman	indonesia
15799	syuqoi	kirim sms ke teman	jawa
15801	syuqoi	dalam jejaring sosial (fb)	indonesia
15802	syuqoi	berdoa dalam hati	arab
15803	syuqoi	berdoa dalam hati	indonesia
15804	syuqoi	berdoa di tempat ibadah	arab
15805	syuqoi	berdoa di tempat ibadah	indonesia
15806	syuqoi	di rumah	indonesia
15807	syuqoi	di rumah	jawa
15809	syuqoi	di pasar	indonesia
15810	syuqoi	di pasar	jawa
15811	syuqoi	di warung	indonesia
15812	syuqoi	di warung	jawa
15813	syuqoi	di bank	indonesia
15814	syuqoi	di kantor pos	indonesia
15815	syuqoi	di sd dengan guru	indonesia
15816	syuqoi	di sd dengan teman sekelas	indonesia
15817	syuqoi	di sd dengan teman sekelas	jawa
15818	syuqoi	di sma dengan guru	indonesia
15819	syuqoi	di sma dengan guru	jawa
15820	syuqoi	di sma dengan teman sekelas	indonesia
15821	syuqoi	di sma dengan teman sekelas	jawa
15822	syuqoi	di kendaraan umum	indonesia
15823	syuqoi	di kendaraan umum	jawa
15824	syuqoi	membaca novel/buku cerita	indonesia
15825	syuqoi	membaca koran	indonesia
15826	syuqoi	membaca majalah	indonesia
15827	syuqoi	mendengar musik	indonesia
15828	syuqoi	mendengar radio	indonesia
15829	syuqoi	menonton tv	indonesia
15830	syuqoi	menonton tv	inggris
15831	szivda	dengan ibu	jawa
15832	szivda	dengan bapak	jawa
15833	szivda	dengan kakak/adik	jawa
15834	szivda	dengan nenek dan kakek	jawa
15836	szivda	dengan sanak saudara (tante, om, sepupu, dll)	jawa
15837	szivda	dengan tetangga	jawa
15839	szivda	apabila marah	jawa
15840	szivda	dalam mimpi	jawa
15841	szivda	berhitung	jawa
15842	szivda	kirim sms ke keluarga	indonesia
15843	szivda	kirim sms ke teman	indonesia
15845	szivda	dalam jejaring sosial (fb)	indonesia
15846	szivda	berdoa dalam hati	indonesia
15847	szivda	berdoa di tempat ibadah	indonesia
15848	szivda	di rumah	jawa
15850	szivda	di pasar	jawa
15851	szivda	di warung	indonesia
15852	szivda	di bank	indonesia
15854	szivda	di sd dengan guru	jawa
15855	szivda	di sd dengan teman sekelas	jawa
15856	szivda	di sma dengan guru	jawa
15857	szivda	di sma dengan teman sekelas	jawa
15858	szivda	di kendaraan umum	indonesia
15859	szivda	membaca novel/buku cerita	indonesia
15860	szivda	membaca koran	indonesia
15861	szivda	membaca majalah	indonesia
15862	szivda	mendengar musik	indonesia
15863	szivda	mendengar radio	indonesia
15864	szivda	menonton tv	indonesia
15865	nraetb	dengan ibu	indonesia
15866	nraetb	dengan bapak	indonesia
15867	nraetb	dengan bapak	inggris
15868	nraetb	dengan kakak/adik	indonesia
15869	nraetb	dengan kakak/adik	korea
15870	nraetb	dengan kakak/adik	jawa
15871	nraetb	dengan kakak/adik	inggris
15872	nraetb	dengan nenek dan kakek	jawa
15874	nraetb	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
15875	nraetb	dengan tetangga	indonesia
15877	nraetb	apabila marah	jawa surabaya
15878	nraetb	dalam mimpi	indonesia
15879	nraetb	berhitung	indonesia
15880	nraetb	kirim sms ke keluarga	indonesia
15881	nraetb	kirim sms ke teman	surabaya
15883	nraetb	dalam jejaring sosial (fb)	surabaya
15884	nraetb	berdoa dalam hati	indonesia
15885	nraetb	berdoa di tempat ibadah	indonesia
15886	nraetb	di rumah	indonesia
15888	nraetb	di pasar	indonesia
15889	nraetb	di warung	indonesia
15890	nraetb	di bank	indonesia
15892	nraetb	di sd dengan guru	indonesia
15893	nraetb	di sd dengan teman sekelas	surabaya
15894	nraetb	di sma dengan guru	indonesia
15895	nraetb	di sma dengan guru	jawa
15896	nraetb	di sma dengan teman sekelas	surabaya
15897	nraetb	di kendaraan umum	jawa surabaya
15898	nraetb	membaca novel/buku cerita	indonesia
15899	nraetb	membaca koran	indonesia
15900	nraetb	membaca majalah	indonesia
15901	nraetb	mendengar musik	indonesia
15902	nraetb	mendengar musik	korea
15903	nraetb	mendengar musik	inggris
15904	nraetb	mendengar radio	indonesia
15905	nraetb	menonton tv	indonesia
15906	jzeflr	dengan ibu	indonesia
15907	jzeflr	dengan ibu	sunda
15908	jzeflr	dengan bapak	indonesia
15909	jzeflr	dengan bapak	batak
15910	jzeflr	dengan bapak	jawa
15911	jzeflr	dengan kakak/adik	indonesia
15912	jzeflr	dengan kakak/adik	jawa
15913	jzeflr	dengan nenek dan kakek	indonesia
15915	jzeflr	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
15916	jzeflr	dengan tetangga	indonesia
15917	jzeflr	dengan tetangga	jawa
15918	jzeflr	dengan pembantu	indonesia
15919	jzeflr	dengan pembantu	jawa
15920	jzeflr	apabila marah	jawa
15921	jzeflr	dalam mimpi	indonesia
15922	jzeflr	berhitung	indonesia
15923	jzeflr	kirim sms ke keluarga	indonesia
15924	jzeflr	kirim sms ke teman	indonesia
15925	jzeflr	kirim sms ke teman	jawa
15927	jzeflr	dalam jejaring sosial (fb)	indonesia
15928	jzeflr	berdoa dalam hati	indonesia
15929	jzeflr	berdoa di tempat ibadah	indonesia
15930	jzeflr	di rumah	indonesia
15931	jzeflr	di rumah	sunda
15932	jzeflr	di rumah	jawa
15933	jzeflr	di rumah	batak
15934	jzeflr	di tempat kerja	indonesia
15935	jzeflr	di pasar	indonesia
15936	jzeflr	di pasar	jawa
15937	jzeflr	di warung	indonesia
15938	jzeflr	di warung	jawa
15939	jzeflr	di bank	indonesia
15940	jzeflr	di kantor pos	indonesia
15941	jzeflr	di sd dengan guru	indonesia
15942	jzeflr	di sd dengan teman sekelas	indonesia
15943	jzeflr	di sd dengan teman sekelas	jawa
15944	jzeflr	di sma dengan guru	indonesia
15945	jzeflr	di sma dengan teman sekelas	indonesia
15946	jzeflr	di sma dengan teman sekelas	jawa
15947	jzeflr	di kendaraan umum	indonesia
15948	jzeflr	di kendaraan umum	jawa
15949	jzeflr	membaca novel/buku cerita	indonesia
15950	jzeflr	membaca koran	indonesia
15951	jzeflr	membaca majalah	indonesia
15952	jzeflr	mendengar musik	indonesia
15953	jzeflr	mendengar musik	inggris
15954	jzeflr	mendengar radio	indonesia
15955	jzeflr	menonton tv	indonesia
15956	btumxs	dengan ibu	jawa inggil krama
15957	btumxs	dengan bapak	jawa inggil krama
15958	btumxs	dengan kakak/adik	jawa ngoko
15959	btumxs	dengan nenek dan kakek	jawa inggil
15961	btumxs	dengan sanak saudara (tante, om, sepupu, dll)	jawa inggil
15962	btumxs	dengan tetangga	jawa inggil krama
15964	btumxs	apabila marah	jawa ngoko
15966	btumxs	berhitung	jawa ngoko
15967	btumxs	kirim sms ke keluarga	jawa inggil
15968	btumxs	kirim sms ke teman	jawa ngoko
15969	btumxs	kirim sms ke teman	indonesia
15971	btumxs	dalam jejaring sosial (fb)	indonesia
15972	btumxs	berdoa dalam hati	indonesia
15973	btumxs	berdoa di tempat ibadah	indonesia
15974	btumxs	di rumah	jawa inggil
15975	btumxs	di rumah	ngoko
15976	btumxs	di tempat kerja	jawa ngoko
15977	btumxs	di tempat kerja	indonesia
15978	btumxs	di pasar	jawa krama inggil
15979	btumxs	di warung	jawa krama inggil
15980	btumxs	di bank	indonesia
15981	btumxs	di kantor pos	indonesia
15982	btumxs	di sd dengan guru	indonesia
15983	btumxs	di sd dengan teman sekelas	jawa ngoko
15984	btumxs	di sma dengan guru	indonesia
15985	btumxs	di sma dengan teman sekelas	jawa ngoko
15986	btumxs	di kendaraan umum	jawa inggil
15987	btumxs	membaca novel/buku cerita	indonesia
15988	btumxs	membaca koran	indonesia
15989	btumxs	membaca majalah	indonesia
15990	btumxs	mendengar musik	indonesia
15991	btumxs	mendengar radio	indonesia
15992	btumxs	menonton tv	indonesia
15993	gskase	dengan ibu	jawa
15994	gskase	dengan bapak	jawa
15995	gskase	dengan kakak/adik	jawa
15996	gskase	dengan nenek dan kakek	jawa krama
15998	gskase	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
15999	gskase	dengan sanak saudara (tante, om, sepupu, dll)	jawa
16000	gskase	dengan tetangga	jawa krama
16002	gskase	apabila marah	jawa
16003	gskase	dalam mimpi	jawa
16005	gskase	kirim sms ke keluarga	jawa krama
